html_url,id,names.types.ror_display,status,types,names.types.alias,names.types.label,names.types.acronym,links.type.website,links.type.wikipedia,domains,established,external_ids.type.fundref.all,external_ids.type.fundref.preferred,external_ids.type.grid.all,external_ids.type.grid.preferred,external_ids.type.isni.all,external_ids.type.isni.preferred,external_ids.type.wikidata.all,external_ids.type.wikidata.preferred,city,country,locations.geonames_id,parent_relationships,child_relationships,related_relationships
,https://ror.org/02tfp8194,,replace==inactive,,,,,,,,,,,,,,,,,,,,,,
,https://ror.org/02w653772,,replace==inactive,,,,,,,,,,,,,,,,,,,,,,
,https://ror.org/0240qt703,,replace==inactive,,,,,,,,,,,,,,,,,,,,,,
,https://ror.org/03sktxb65,,replace==inactive,,,,,,,,,,,,,,,,,,,,,,
,https://ror.org/05h16ba49,,replace==inactive,,,,,,,,,,,,,,,,,,,,,,
,https://ror.org/008tw4n61,,replace==inactive,,,,,,,,,,,,,,,,,,,,,,
,https://ror.org/03q7fjn30,,replace==inactive,,,,,,,,,,,,,,,,,,,,,,
,https://ror.org/01yz9xh49,,replace==inactive,,,,,,,,,,,,,,,,,,,,,,
,https://ror.org/036dcky53,,replace==inactive,,,,,,,,,,,,,,,,,,,,,,
,https://ror.org/003zypy88,,replace==inactive,,,,,,,,,,,,,,,,,,,,,,
,https://ror.org/0542cwx04,,replace==inactive,,,,,,,,,,,,,,,,,,,,,,
,https://ror.org/054v7qb79,,replace==inactive,,,,,,,,,,,,,,,,,,,,,,
,https://ror.org/04x99ab60,,replace==inactive,,,,,,,,,,,,,,,,,,,,,,
,https://ror.org/0538aev80,,replace==inactive,,,,,,,,,,,,,,,,,,,,,,
,https://ror.org/01pw9dq94,,replace==inactive,,,,,,,,,,,,,,,,,,,,,,
,https://ror.org/03r1pw664,,replace==inactive,,,,,,,,,,,,,,,,,,,,,,
,https://ror.org/03rgkxh67,,replace==inactive,,,,,,,,,,,,,,,,,,,,,,
,https://ror.org/00m87vz37,,replace==inactive,,,,,,,,,,,,,,,,,,,,,,
,https://ror.org/00kcdvz75,,replace==inactive,,,,,,,,,,,,,,,,,,,,,,
,https://ror.org/02kx1aw31,,replace==inactive,,,,,,,,,,,,,,,,,,,,,,
,https://ror.org/04m5jhc07,,replace==inactive,,,,,,,,,,,,,,,,,,,,,,
,http://ror.org/0329apa05,,replace==inactive,,,,,,,,,,,,,,,,,,,,,,
,https://ror.org/050268k88,,replace==inactive,,,,,,,,,,,,,,,,,,,,,,
,https://ror.org/02mrd2h55,,replace==inactive,,,,,,,,,,,,,,,,,,,,,,
,https://ror.org/03d3nc825,,replace==inactive,,,,,,,,,,,,,,,,,,,,,,
,https://ror.org/049acv814,,replace==inactive,,,,,,,,,,,,,,,,,,,,,,
,https://ror.org/05xf7j173,,replace==inactive,,,,,,,,,,,,,,,,,,,,,,
,https://ror.org/04py13j66,,replace==inactive,,,,,,,,,,,,,,,,,,,,,,
,https://ror.org/05b9w4n89,,replace==inactive,,,,,,,,,,,,,,,,,,,,,,
,https://ror.org/01m5tsd56,,replace==inactive,,,,,,,,,,,,,,,,,,,,,,
,https://ror.org/04yb08h36,,replace==inactive,,,,,,,,,,,,,,,,,,,,,,
,https://ror.org/05qj54f29,,replace==inactive,,,,,,,,,,,,,,,,,,,,,,
,https://ror.org/018yhvz21,,replace==inactive,,,,,,,,,,,,,,,,,,,,,,
,https://ror.org/012asnv87,,replace==inactive,,,,,,,,,,,,,,,,,,,,,,
,https://ror.org/03ekdz076,,replace==inactive,,,,,,,,,,,,,,,,,,,,,,
,https://ror.org/01wzvw032,,replace==inactive,,,,,,,,,,,,,,,,,,,,,,
,https://ror.org/01stqnn06,,replace==inactive,,,,,,,,,,,,,,,,,,,,,,
,https://ror.org/0119hgk08,,replace==inactive,,,,,,,,,,,,,,,,,,,,,,
,https://ror.org/03kjmz544,,replace==inactive,,,,,,,,,,,,,,,,,,,,,,
,https://ror.org/05hdxka83,,replace==inactive,,,,,,,,,,,,,,,,,,,,,,
,https://ror.org/00crteh33,,replace==inactive,,,,,,,,,,,,,,,,,,,,,,
,https://ror.org/04c4kad22,,replace==inactive,,,,,,,,,,,,,,,,,,,,,,
